gene,pi_tissue_slope_rho,pi_tissue_slope_p,pi_tissue_young
MGAT5,-0.7999999999999999,0.20000000000000007,0.87505096
TMEM163,-0.39999999999999997,0.6,0.6625375
CCNT2-AS1,-0.7999999999999999,0.20000000000000007,0.7083536
CCNT2,0.19999999999999998,0.8,0.72151726
RAB3GAP1,-1.0,0.0,0.8818334
ZRANB3,0.39999999999999997,0.6,0.70810777
R3HDM1,-1.0,0.0,0.74434406
UBXN4,-0.39999999999999997,0.6,0.65841484
MCM6,-0.7999999999999999,0.20000000000000007,0.6709225
DARS,-0.39999999999999997,0.6,0.8268261
CXCR4,0.19999999999999998,0.8,0.77397656
HNMT,0.39999999999999997,0.6,0.8713222
SPOPL,-1.0,0.0,0.69821304
ARHGAP15,-0.7999999999999999,0.20000000000000007,0.8591686
GTDC1,-0.7999999999999999,0.20000000000000007,0.66323304
ZEB2,-0.19999999999999998,0.8,0.7731382
ACVR2A,-0.39999999999999997,0.6,0.9073627
ORC4,1.0,0.0,0.652297
MBD5,-1.0,0.0,0.80799454
RP11-567F11.1,0.7999999999999999,0.20000000000000007,0.30475467
EPC2,-0.39999999999999997,0.6,0.74654824
KIF5C,0.7999999999999999,0.20000000000000007,0.45321122
LYPD6,0.19999999999999998,0.8,0.36517766
MMADHC,0.39999999999999997,0.6,0.4277877
RND3,0.19999999999999998,0.8,0.8633703
RBM43,0.6000000000000001,0.3999999999999999,0.79787725
NMI,-1.0,0.0,0.85523504
TNFAIP6,-1.0,0.0,0.7731653
RIF1,-1.0,0.0,0.82306606
ARL5A,-0.19999999999999998,0.8,0.7901902
CACNB4,0.6000000000000001,0.3999999999999999,0.52580315
STAM2,1.0,0.0,0.60277724
FMNL2,-0.19999999999999998,0.8,0.92276686
PRPF40A,0.7999999999999999,0.20000000000000007,0.6107487
ARL6IP6,-0.39999999999999997,0.6,0.6410291
RPRM,0.0,1.0,0.60766166
NR4A2,-1.0,0.0,0.6463529
GPD2,0.0,1.0,0.6454331
CYTIP,1.0,0.0,0.85598224
ACVR1,-0.7999999999999999,0.20000000000000007,0.8970503
RP11-546J1.1,1.0,0.0,0.7375103
PKP4,0.19999999999999998,0.8,0.90551966
PKP4-AS1,-0.7999999999999999,0.20000000000000007,0.78568196
DAPL1,0.39999999999999997,0.6,0.9475365
TANC1,-0.7999999999999999,0.20000000000000007,0.96605414
WDSUB1,-1.0,0.0,0.78431445
BAZ2B,-0.39999999999999997,0.6,0.63143915
AC009506.1,-1.0,0.0,0.67808986
MARCH7,1.0,0.0,0.17104839
CD302,-1.0,0.0,0.8456538
LY75,-0.7999999999999999,0.20000000000000007,0.78692824
PLA2R1,1.0,0.0,0.9192481
RBMS1,-1.0,0.0,0.7550755
TANK,0.7999999999999999,0.20000000000000007,0.29289022
PSMD14,-0.19999999999999998,0.8,0.8123838
AC009299.5,0.19999999999999998,0.8,0.58326703
DPP4,0.7999999999999999,0.20000000000000007,0.52748334
FAP,0.6000000000000001,0.3999999999999999,0.7126706
IFIH1,0.39999999999999997,0.6,0.73718715
GCA,-1.0,0.0,0.9271881
FIGN,-0.19999999999999998,0.8,0.8521678
GRB14,0.19999999999999998,0.8,0.71497345
RP11-452N17.1,-1.0,0.0,0.2550935
COBLL1,-1.0,0.0,0.95901734
AC019181.3,-0.7999999999999999,0.20000000000000007,0.718859
SNORA70F,0.7999999999999999,0.20000000000000007,0.5769426
SLC38A11,0.7999999999999999,0.20000000000000007,0.37430078
SCN3A,0.7999999999999999,0.20000000000000007,0.51879215
CSRNP3,0.0,1.0,0.75875944
GALNT3,-0.7999999999999999,0.20000000000000007,0.8515231
TTC21B,-1.0,0.0,0.85786414
SCN9A,0.6000000000000001,0.3999999999999999,0.47023633
SCN7A,0.19999999999999998,0.8,0.44117624
STK39,-0.7999999999999999,0.20000000000000007,0.82488674
CERS6,-0.7999999999999999,0.20000000000000007,0.7932598
NOSTRIN,1.0,0.0,0.8181141
DHRS9,-1.0,0.0,0.8196893
BBS5,0.39999999999999997,0.6,0.9328417
KLHL41,1.0,0.0,0.9261252
FASTKD1,0.39999999999999997,0.6,0.72263277
PPIG,-0.39999999999999997,0.6,0.7909258
PHOSPHO2,1.0,0.0,0.8106605
KLHL23,-0.39999999999999997,0.6,0.8788296
SSB,-0.19999999999999998,0.8,0.9005956
METTL5,-0.19999999999999998,0.8,0.9139058
UBR3,-1.0,0.0,0.89177644
AC092641.2,-0.7999999999999999,0.20000000000000007,0.6184851
SP5,0.39999999999999997,0.6,0.65683204
AC007405.6,0.0,1.0,0.8020474
ERICH2,-0.7999999999999999,0.20000000000000007,0.7381488
GORASP2,-0.39999999999999997,0.6,0.87266165
TLK1,-1.0,0.0,0.7525268
METTL8,-0.19999999999999998,0.8,0.8718453
DCAF17,-0.7999999999999999,0.20000000000000007,0.8588713
AC007969.5,0.19999999999999998,0.8,0.40536568
CYBRD1,0.7999999999999999,0.20000000000000007,0.8824019
DYNC1I2,-0.19999999999999998,0.8,0.87541515
SLC25A12,0.7999999999999999,0.20000000000000007,0.86938196
HAT1,1.0,0.0,0.49806517
METAP1D,0.0,1.0,0.74459946
ITGA6,1.0,0.0,0.7812392
AC078883.3,-1.0,0.0,0.71187127
AC093818.1,-0.6000000000000001,0.3999999999999999,0.62134117
PDK1,-0.19999999999999998,0.8,0.6139439
RAPGEF4,0.7999999999999999,0.20000000000000007,0.8750081
MAP3K20,0.19999999999999998,0.8,0.9025635
CDCA7,-0.19999999999999998,0.8,0.72010326
SP3,0.7999999999999999,0.20000000000000007,0.56051177
RP11-394I13.2,-0.39999999999999997,0.6,0.71706367
OLA1,-0.39999999999999997,0.6,0.83167386
CIR1,-1.0,0.0,0.5610804
SCRN3,1.0,0.0,0.68221194
GPR155,1.0,0.0,0.32085916
AC010894.3,-0.19999999999999998,0.8,0.38570872
WIPF1,0.19999999999999998,0.8,0.8736493
H3F3AP4,-1.0,0.0,0.7439573
CHN1,-0.39999999999999997,0.6,0.91022164
ATF2,-1.0,0.0,0.8076927
ATP5G3,-0.19999999999999998,0.8,0.734661
LNPK,1.0,0.0,0.5407459
HOXD-AS2,-0.39999999999999997,0.6,0.7456656
HOXD9,-0.39999999999999997,0.6,0.774505
HOXD8,0.39999999999999997,0.6,0.8378637
HOXD3,0.39999999999999997,0.6,0.7877823
HOXD4,-0.19999999999999998,0.8,0.82063127
HAGLR,0.7999999999999999,0.20000000000000007,0.7955324
HAGLROS,0.39999999999999997,0.6,0.6197479
AC016739.2,-0.39999999999999997,0.6,0.46229017
MTX2,-0.19999999999999998,0.8,0.92039233
LINC01116,0.7999999999999999,0.20000000000000007,0.7087585
HNRNPA3,-1.0,0.0,0.8105629
NFE2L2,0.19999999999999998,0.8,0.6612459
DNAJC19P5,0.0,1.0,0.43316272
AC079305.10,-0.39999999999999997,0.6,0.2157131
AC074286.1,-0.7999999999999999,0.20000000000000007,0.73029834
RP11-337N6.3,-0.39999999999999997,0.6,0.6227029
AGPS,-0.39999999999999997,0.6,0.7326797
TTC30B,0.0,1.0,0.793692
TTC30A,-0.7999999999999999,0.20000000000000007,0.8034431
RBM45,0.0,1.0,0.8430121
OSBPL6,0.6000000000000001,0.3999999999999999,0.8649998
AC009948.5,-0.7999999999999999,0.20000000000000007,0.8324846
PRKRA,-0.7999999999999999,0.20000000000000007,0.93708366
DFNB59,1.0,0.0,0.83548677
FKBP7,0.6000000000000001,0.3999999999999999,0.9169845
PLEKHA3,0.7999999999999999,0.20000000000000007,0.8611034
TTN-AS1,1.0,0.0,0.5545966
TTN,0.7999999999999999,0.20000000000000007,0.95561445
RP11-65L3.4,-1.0,0.0,0.44562146
RP11-65L3.2,-1.0,0.0,0.7515404
RP11-171I2.2,-1.0,0.0,0.59340876
RP11-171I2.4,0.7999999999999999,0.20000000000000007,0.60101646
RP11-171I2.3,0.7999999999999999,0.20000000000000007,0.6815571
SESTD1,0.19999999999999998,0.8,0.87815756
ZNF385B,-0.39999999999999997,0.6,0.69087833
CWC22,1.0,0.0,0.6802836
FTH1P20,1.0,0.0,0.43200216
UBE2E3,-0.39999999999999997,0.6,0.7958279
ITGA4,0.6000000000000001,0.3999999999999999,0.6024461
CERKL,-0.7999999999999999,0.20000000000000007,0.6897951
SSFA2,0.7999999999999999,0.20000000000000007,0.7067621
PDE1A,0.39999999999999997,0.6,0.9138979
DNAJC10,0.6000000000000001,0.3999999999999999,0.8943006
FRZB,1.0,0.0,0.77342105
NCKAP1,-0.39999999999999997,0.6,0.9584924
DUSP19,-0.7999999999999999,0.20000000000000007,0.83534133
NUP35,0.7999999999999999,0.20000000000000007,0.86737907
RP11-438L19.1,-0.6000000000000001,0.3999999999999999,0.5681098
CACYBPP2,-0.39999999999999997,0.6,0.1330193
FSIP2-AS1,0.0,1.0,0.70835847
LINC01473,0.19999999999999998,0.8,0.7800101
ZC3H15,0.39999999999999997,0.6,0.7653902
ITGAV,-1.0,0.0,0.93248653
FAM171B,0.7999999999999999,0.20000000000000007,0.7975077
CALCRL,0.39999999999999997,0.6,0.89537054
TFPI,0.7999999999999999,0.20000000000000007,0.8666981
GULP1,0.7999999999999999,0.20000000000000007,0.888846
COL3A1,-0.39999999999999997,0.6,0.91156006
COL5A2,-0.7999999999999999,0.20000000000000007,0.93497926
WDR75,-0.39999999999999997,0.6,0.8461528
SLC40A1,0.39999999999999997,0.6,0.3729229
ASNSD1,1.0,0.0,0.691154
ANKAR,-0.39999999999999997,0.6,0.81943136
OSGEPL1,0.6000000000000001,0.3999999999999999,0.692015
RP11-455J20.3,-0.39999999999999997,0.6,0.5598769
OSGEPL1-AS1,-1.0,0.0,0.6014092
ORMDL1,1.0,0.0,0.7160525
PMS1,-0.19999999999999998,0.8,0.8664998
C2orf88,-0.39999999999999997,0.6,0.37200147
HNRNPCP2,-0.7999999999999999,0.20000000000000007,0.35211366
MSTN,-0.7999999999999999,0.20000000000000007,0.45632654
HIBCH,-0.39999999999999997,0.6,0.77744937
INPP1,0.7999999999999999,0.20000000000000007,0.76530313
MFSD6,-0.7999999999999999,0.20000000000000007,0.91016984
RP11-647K16.1,0.39999999999999997,0.6,0.6065231
NEMP2,-0.7999999999999999,0.20000000000000007,0.88288057
AC093388.3,-0.7999999999999999,0.20000000000000007,0.74272907
NAB1,-0.6000000000000001,0.3999999999999999,0.8947223
GLS,-0.39999999999999997,0.6,0.84328514
STAT1,-0.39999999999999997,0.6,0.4529479
STAT4,0.19999999999999998,0.8,0.65164137
MYO1B,0.39999999999999997,0.6,0.93575734
NABP1,-1.0,0.0,0.7546549
SDPR,0.39999999999999997,0.6,0.7378313
SLC39A10,-0.7999999999999999,0.20000000000000007,0.8800515
STK17B,-0.7999999999999999,0.20000000000000007,0.81047666
HECW2,-0.19999999999999998,0.8,0.7756459
GTF3C3,-0.39999999999999997,0.6,0.8372759
PGAP1,-0.7999999999999999,0.20000000000000007,0.899463
ANKRD44,-0.39999999999999997,0.6,0.7124599
SF3B1,0.39999999999999997,0.6,0.61645067
COQ10B,-0.7999999999999999,0.20000000000000007,0.6828553
HSPD1,-0.7999999999999999,0.20000000000000007,0.6725555
HSPE1,-0.7999999999999999,0.20000000000000007,0.73476547
MOB4,1.0,0.0,0.7414325
RFTN2,1.0,0.0,0.8001616
MARS2,0.39999999999999997,0.6,0.6308993
PLCL1,0.19999999999999998,0.8,0.75613225
SATB2,0.39999999999999997,0.6,0.8069463
FTCDNL1,0.7999999999999999,0.20000000000000007,0.8036691
C2orf69,0.7999999999999999,0.20000000000000007,0.56036186
TYW5,0.7999999999999999,0.20000000000000007,0.56282896
MAIP1,1.0,0.0,0.5263232
SPATS2L,0.19999999999999998,0.8,0.9200764
KCTD18,0.6000000000000001,0.3999999999999999,0.7330703
SGO2,0.6000000000000001,0.3999999999999999,0.5264635
AOX1,-0.19999999999999998,0.8,0.83105916
BZW1,-0.39999999999999997,0.6,0.5328759
CLK1,-1.0,0.0,0.6784072
PPIL3,0.39999999999999997,0.6,0.7660033
RNU6-312P,-0.39999999999999997,0.6,0.54001534
NIF3L1,0.7999999999999999,0.20000000000000007,0.7132557
ORC2,-0.6000000000000001,0.3999999999999999,0.7649606
FAM126B,-1.0,0.0,0.60199904
NDUFB3,0.39999999999999997,0.6,0.6216748
CFLAR,-0.7999999999999999,0.20000000000000007,0.42690372
CFLAR-AS1,-1.0,0.0,0.47767702
AC007283.4,0.7999999999999999,0.20000000000000007,0.6424416
CASP10,-1.0,0.0,0.78452075
CASP8,-1.0,0.0,0.8687545
ALS2CR12,0.19999999999999998,0.8,0.71297187
TRAK2,0.0,1.0,0.8094864
STRADB,0.39999999999999997,0.6,0.7335558
TMEM237,0.39999999999999997,0.6,0.9357028
ALS2,0.0,1.0,0.8796421
RP11-107N15.1,-1.0,0.0,0.5736992
FZD7,-1.0,0.0,0.8910705
SUMO1,0.39999999999999997,0.6,0.6658953
NOP58,-0.7999999999999999,0.20000000000000007,0.80032074
RP11-686O6.2,0.39999999999999997,0.6,0.7858456
BMPR2,0.39999999999999997,0.6,0.9034284
AC073410.1,0.39999999999999997,0.6,0.4325767
FAM117B,-0.39999999999999997,0.6,0.7203514
ICA1L,0.39999999999999997,0.6,0.77776617
WDR12,0.7999999999999999,0.20000000000000007,0.6921724
CARF,-0.39999999999999997,0.6,0.8392301
NBEAL1,-1.0,0.0,0.8788382
RPL12P16,-0.19999999999999998,0.8,0.47652915
CYP20A1,-0.7999999999999999,0.20000000000000007,0.85788345
ABI2,-1.0,0.0,0.9302267
RAPH1,-0.39999999999999997,0.6,0.8650817
PARD3B,1.0,0.0,0.9253531
NRP2,0.7999999999999999,0.20000000000000007,0.8479799
INO80D,-0.7999999999999999,0.20000000000000007,0.77171105
AC007383.3,0.0,1.0,0.8491517
NDUFS1,0.19999999999999998,0.8,0.876898
EEF1B2,-0.7999999999999999,0.20000000000000007,0.8392603
SNORA41,-0.7999999999999999,0.20000000000000007,0.58007133
ZDBF2,-1.0,0.0,0.88773286
ADAM23,1.0,0.0,0.38170347
MDH1B,0.7999999999999999,0.20000000000000007,0.8951921
FASTKD2,-0.19999999999999998,0.8,0.86470276
CPO,-0.7999999999999999,0.20000000000000007,0.7696278
KLF7,-0.19999999999999998,0.8,0.73157465
CREB1,-1.0,0.0,0.75047165
METTL21A,-0.39999999999999997,0.6,0.67416644
CCNYL1,-0.19999999999999998,0.8,0.8174237
FZD5,-1.0,0.0,0.86364675
PLEKHM3,-0.7999999999999999,0.20000000000000007,0.75946105
IDH1,-0.19999999999999998,0.8,0.7246685
IDH1-AS1,-0.7999999999999999,0.20000000000000007,0.5897633
PIKFYVE,-1.0,0.0,0.6865482
MAP2,0.0,1.0,0.8982223
RPE,-0.19999999999999998,0.8,0.8293646
KANSL1L,-0.39999999999999997,0.6,0.8328111
RP11-260M2.1,0.7999999999999999,0.20000000000000007,0.72451013
AC007038.7,-0.39999999999999997,0.6,0.79294443
ACADL,1.0,0.0,0.8915162
LANCL1,-0.39999999999999997,0.6,0.9091807
CPS1,-0.7999999999999999,0.20000000000000007,0.7972076
ERBB4,0.0,1.0,0.82674766
IKZF2,-0.7999999999999999,0.20000000000000007,0.8278207
RP11-105N14.1,-0.7999999999999999,0.20000000000000007,0.74879193
SPAG16,-0.39999999999999997,0.6,0.91365516
BARD1,-0.39999999999999997,0.6,0.8025735
RPL10P6,0.6000000000000001,0.3999999999999999,0.07524324
ATIC,-0.39999999999999997,0.6,0.7817867
FN1,-0.19999999999999998,0.8,0.90926176
MREG,0.7999999999999999,0.20000000000000007,0.900195
PECR,-1.0,0.0,0.7883701
XRCC5,0.39999999999999997,0.6,0.5317306
RP11-566E18.1,0.7999999999999999,0.20000000000000007,0.6837712
LINC01963,1.0,0.0,0.5703738
SMARCAL1,-0.19999999999999998,0.8,0.69089544
RPL37A,-1.0,0.0,0.7964815
IGFBP2,1.0,0.0,0.8136076
IGFBP5,-0.7999999999999999,0.20000000000000007,0.92600405
DIRC3,0.0,1.0,0.80329984
TNS1,0.19999999999999998,0.8,0.89663106
AC010136.2,-0.19999999999999998,0.8,0.82127815
ARPC2,-1.0,0.0,0.7395158
RP11-378A13.1,-1.0,0.0,0.52717763
GPBAR1,-0.7999999999999999,0.20000000000000007,0.7682302
AAMP,-0.7999999999999999,0.20000000000000007,0.8560847
PNKD,-1.0,0.0,0.80029
TMBIM1,0.19999999999999998,0.8,0.6250767
CATIP-AS1,-0.19999999999999998,0.8,0.81221175
SLC11A1,-1.0,0.0,0.88710237
CTDSP1,-1.0,0.0,0.8076159
USP37,-1.0,0.0,0.72015953
CNOT9,-0.7999999999999999,0.20000000000000007,0.8473
PLCD4,-1.0,0.0,0.8932856
RP11-548H3.1,1.0,0.0,0.56151444
ZNF142,-1.0,0.0,0.75281376
BCS1L,-0.19999999999999998,0.8,0.8376648
RNF25,0.39999999999999997,0.6,0.74302363
STK36,-0.7999999999999999,0.20000000000000007,0.8755399
TTLL4,-0.6000000000000001,0.3999999999999999,0.5397559
CYP27A1,0.7999999999999999,0.20000000000000007,0.06737709
RP11-459I19.1,0.7999999999999999,0.20000000000000007,0.050170764
WNT6,0.7999999999999999,0.20000000000000007,0.5579192
RP11-33O4.1,0.39999999999999997,0.6,0.46368816
NHEJ1,-0.7999999999999999,0.20000000000000007,0.675526
SLC23A3,-0.19999999999999998,0.8,0.793289
CNPPD1,-0.19999999999999998,0.8,0.39792645
FAM134A,-1.0,0.0,0.81720203
ZFAND2B,0.0,1.0,0.77469087
ABCB6,-0.39999999999999997,0.6,0.747468
ATG9A,-0.7999999999999999,0.20000000000000007,0.5924902
ANKZF1,-1.0,0.0,0.6939003
GLB1L,-0.7999999999999999,0.20000000000000007,0.8762109
STK16,-1.0,0.0,0.76178926
TUBA4A,-0.39999999999999997,0.6,0.87514406
DNAJB2,-0.7999999999999999,0.20000000000000007,0.73186994
DNPEP,-0.39999999999999997,0.6,0.8320517
DES,-0.39999999999999997,0.6,0.8640821
AC053503.6,-0.7999999999999999,0.20000000000000007,0.68240505
SPEG,0.19999999999999998,0.8,0.8984141
GMPPA,0.19999999999999998,0.8,0.70392257
CHPF,-0.39999999999999997,0.6,0.9024907
TMEM198,-0.7999999999999999,0.20000000000000007,0.84515107
RP11-256I23.1,-0.7999999999999999,0.20000000000000007,0.4644494
OBSL1,0.7999999999999999,0.20000000000000007,0.9570502
INHA,-0.6000000000000001,0.3999999999999999,0.7713819
STK11IP,-0.39999999999999997,0.6,0.77581596
SLC4A3,-0.7999999999999999,0.20000000000000007,0.7771665
EPHA4,-0.7999999999999999,0.20000000000000007,0.87761724
RP11-384O8.1,0.7999999999999999,0.20000000000000007,0.62636495
SGPP2,0.39999999999999997,0.6,0.9392133
RP11-16P6.1,-0.19999999999999998,0.8,0.62354267
FARSB,0.19999999999999998,0.8,0.8080283
ACSL3,0.7999999999999999,0.20000000000000007,0.5500553
KCNE4,0.0,1.0,0.88044536
SCG2,1.0,0.0,0.4132235
AP1S3,-0.39999999999999997,0.6,0.9034163
WDFY1,-0.19999999999999998,0.8,0.7865951
MRPL44,1.0,0.0,0.3597482
SERPINE2,0.39999999999999997,0.6,0.73473316
FAM124B,0.7999999999999999,0.20000000000000007,0.7006721
CUL3,1.0,0.0,0.41375843
AC073052.1,-0.39999999999999997,0.6,0.44335625
DOCK10,-0.7999999999999999,0.20000000000000007,0.8004315
IRS1,-1.0,0.0,0.87321895
RP11-395N3.2,-1.0,0.0,0.8715495
RHBDD1,-0.7999999999999999,0.20000000000000007,0.87396306
COL4A4,-0.7999999999999999,0.20000000000000007,0.8693204
COL4A3,0.19999999999999998,0.8,0.89203924
MFF,0.39999999999999997,0.6,0.62406
AGFG1,-1.0,0.0,0.5902653
SLC19A3,-0.7999999999999999,0.20000000000000007,0.8880056
PID1,-1.0,0.0,0.80000156
DNER,0.6000000000000001,0.3999999999999999,0.74462575
TRIP12,0.39999999999999997,0.6,0.4263642
FBXO36,-0.39999999999999997,0.6,0.8814909
SLC16A14,0.6000000000000001,0.3999999999999999,0.8050876
AC009950.2,-1.0,0.0,0.62260467
SP110,-1.0,0.0,0.82308424
SP140,1.0,0.0,0.6880812
SP140L,-0.39999999999999997,0.6,0.6487981
SP100,-1.0,0.0,0.7859758
RN7SL834P,-1.0,0.0,0.5655437
CAB39,-0.6000000000000001,0.3999999999999999,0.3265312
ITM2C,-1.0,0.0,0.7146163
C2orf72,-0.7999999999999999,0.20000000000000007,0.62266386
PSMD1,0.39999999999999997,0.6,0.7744429
ARMC9,0.39999999999999997,0.6,0.9059226
AC018738.2,-0.6000000000000001,0.3999999999999999,0.3192532
AC017104.6,-0.19999999999999998,0.8,0.68087834
B3GNT7,-0.7999999999999999,0.20000000000000007,0.6281507
NCL,-0.7999999999999999,0.20000000000000007,0.81968164
SNORA75,-0.7999999999999999,0.20000000000000007,0.6375557
RP11-562I5.1,0.7999999999999999,0.20000000000000007,0.5405184
NMUR1,0.7999999999999999,0.20000000000000007,0.58895105
PTMA,-1.0,0.0,0.8901543
U4,-0.7999999999999999,0.20000000000000007,0.6991523
PDE6D,0.39999999999999997,0.6,0.75101
COPS7B,-0.19999999999999998,0.8,0.8213747
RP11-690I21.1,-1.0,0.0,0.8076853
DIS3L2,-1.0,0.0,0.89115965
AC068134.10,-0.7999999999999999,0.20000000000000007,0.7834962
ECEL1,-1.0,0.0,0.47500816
TIGD1,0.6000000000000001,0.3999999999999999,0.7167149
EIF4E2,1.0,0.0,0.35074106
EFHD1,0.19999999999999998,0.8,0.92791206
GIGYF2,-0.7999999999999999,0.20000000000000007,0.7732043
C2orf82,0.0,1.0,0.76912016
NGEF,-0.7999999999999999,0.20000000000000007,0.88252383
INPP5D,-0.39999999999999997,0.6,0.8512816
ATG16L1,-1.0,0.0,0.76491433
SCARNA6,-1.0,0.0,0.5195122
DGKD,-1.0,0.0,0.5838744
USP40,-1.0,0.0,0.9223763
ARL4C,-0.19999999999999998,0.8,0.70666784
SH3BP4,-0.7999999999999999,0.20000000000000007,0.89620525
AGAP1,-0.7999999999999999,0.20000000000000007,0.89472157
IQCA1,0.39999999999999997,0.6,0.95969784
ACKR3,-0.19999999999999998,0.8,0.87598044
AC105760.2,0.6000000000000001,0.3999999999999999,0.56141216
COPS8,0.39999999999999997,0.6,0.87550503
COL6A3,0.7999999999999999,0.20000000000000007,0.8852228
MLPH,0.39999999999999997,0.6,0.8597595
RAB17,-0.7999999999999999,0.20000000000000007,0.93966085
LRRFIP1,-0.7999999999999999,0.20000000000000007,0.6193344
RBM44,0.6000000000000001,0.3999999999999999,0.48670086
RAMP1,-1.0,0.0,0.86877877
UBE2F,-1.0,0.0,0.5616619
SCLY,-1.0,0.0,0.7567263
KLHL30,-0.7999999999999999,0.20000000000000007,0.9327365
ERFE,1.0,0.0,0.42525515
ILKAP,-0.7999999999999999,0.20000000000000007,0.8063439
AC016757.3,0.7999999999999999,0.20000000000000007,0.21469831
HES6,-0.7999999999999999,0.20000000000000007,0.4887983
PER2,-0.39999999999999997,0.6,0.7779437
TRAF3IP1,-0.19999999999999998,0.8,0.92077744
ASB1,1.0,0.0,0.6310007
TWIST2,1.0,0.0,0.87668693
HDAC4,-1.0,0.0,0.69240403
AC062017.1,0.6000000000000001,0.3999999999999999,0.45402816
NDUFA10,-0.39999999999999997,0.6,0.8429957
COPS9,-0.19999999999999998,0.8,0.76737154
GPC1,1.0,0.0,0.9395335
ANKMY1,-0.39999999999999997,0.6,0.83421284
DUSP28,1.0,0.0,0.48753157
RNPEPL1,-1.0,0.0,0.55907875
CAPN10-AS1,-1.0,0.0,0.7354325
CAPN10,-1.0,0.0,0.8115327
GPR35,-0.7999999999999999,0.20000000000000007,0.624719
KIF1A,-0.7999999999999999,0.20000000000000007,0.48719728
SNED1,-1.0,0.0,0.8583979
MTERF4,-0.7999999999999999,0.20000000000000007,0.8409259
PASK,-0.7999999999999999,0.20000000000000007,0.84323704
PPP1R7,0.39999999999999997,0.6,0.64706826
ANO7,0.39999999999999997,0.6,0.57901716
HDLBP,-0.7999999999999999,0.20000000000000007,0.8574129
SEPT2,-0.7999999999999999,0.20000000000000007,0.87337124
AC005104.3,-1.0,0.0,0.6908423
FARP2,-0.7999999999999999,0.20000000000000007,0.92424816
STK25,-0.7999999999999999,0.20000000000000007,0.87118703
BOK,-1.0,0.0,0.9400548
RP11-367H1.1,-0.19999999999999998,0.8,0.6948909
THAP4,-0.7999999999999999,0.20000000000000007,0.87373215
ATG4B,-0.6000000000000001,0.3999999999999999,0.7437748
DTYMK,-0.39999999999999997,0.6,0.77914083
ING5,-0.7999999999999999,0.20000000000000007,0.8570439
AC114730.11,-1.0,0.0,0.7749581
D2HGDH,-1.0,0.0,0.7708369
AC114730.2,-1.0,0.0,0.46067792
PDCD1,0.7999999999999999,0.20000000000000007,0.53178215
LINC01237,-0.7999999999999999,0.20000000000000007,0.7901747
AC131097.4,0.39999999999999997,0.6,0.60127044
LINC01238,-0.29277002188455997,0.48161781431215467,0.8397749
LINC01881,-0.7999999999999999,0.20000000000000007,0.70352525
CHL1-AS2,0.7999999999999999,0.20000000000000007,0.58464295
CHL1,0.19999999999999998,0.8,0.8486622
AC090044.2,-0.39999999999999997,0.6,0.77220774
CNTN4,-0.7999999999999999,0.20000000000000007,0.9364002
TRNT1,0.39999999999999997,0.6,0.7837443
CRBN,0.39999999999999997,0.6,0.6019429
RP11-97C16.1,-0.7999999999999999,0.20000000000000007,0.75361466
SUMF1,-0.39999999999999997,0.6,0.84061277
LRRN1,-0.7999999999999999,0.20000000000000007,0.38427082
SETMAR,0.6000000000000001,0.3999999999999999,0.9025682
ITPR1-AS1,0.39999999999999997,0.6,0.86360806
ITPR1,-1.0,0.0,0.91939914
AC018816.3,0.7999999999999999,0.20000000000000007,0.3202132
BHLHE40-AS1,-0.39999999999999997,0.6,0.49618462
BHLHE40,-0.39999999999999997,0.6,0.5914829
ARL8B,0.19999999999999998,0.8,0.6126965
AC026202.3,-0.39999999999999997,0.6,0.59117955
EDEM1,-1.0,0.0,0.7508999
LMCD1,0.7999999999999999,0.20000000000000007,0.84521884
RAD18,-0.7999999999999999,0.20000000000000007,0.86359984
SRGAP3,-0.7999999999999999,0.20000000000000007,0.8683925
THUMPD3,-0.39999999999999997,0.6,0.82430905
THUMPD3-AS1,1.0,0.0,0.77590805
SETD5,-1.0,0.0,0.78034943
MTMR14,-1.0,0.0,0.43691128
BRPF1,-1.0,0.0,0.73103064
OGG1,-0.39999999999999997,0.6,0.8101776
CAMK1,-0.19999999999999998,0.8,0.8767331
TADA3,-0.39999999999999997,0.6,0.5105562
ARPC4,-1.0,0.0,0.8172728
TTLL3,-0.7999999999999999,0.20000000000000007,0.78383124
RP11-266J6.2,0.7999999999999999,0.20000000000000007,0.24620384
RPUSD3,-0.39999999999999997,0.6,0.6568939
CIDEC,0.0,1.0,0.855936
JAGN1,0.19999999999999998,0.8,0.63117707
IL17RE,0.0,1.0,0.9491799
IL17RC,0.7999999999999999,0.20000000000000007,0.923941
CRELD1,-0.39999999999999997,0.6,0.8435583
RP11-1020A11.1,-1.0,0.0,0.8257671
PRRT3,0.7999999999999999,0.20000000000000007,0.59112227
PRRT3-AS1,-0.39999999999999997,0.6,0.7591863
RP11-1020A11.2,0.19999999999999998,0.8,0.614301
EMC3,-0.7999999999999999,0.20000000000000007,0.519056
EMC3-AS1,-0.6000000000000001,0.3999999999999999,0.6265912
CYCSP10,-0.39999999999999997,0.6,0.60719347
AC022007.5,0.39999999999999997,0.6,0.7959926
CIDECP,-0.7999999999999999,0.20000000000000007,0.71256083
FANCD2,0.6000000000000001,0.3999999999999999,0.6264533
BRK1,-0.7999999999999999,0.20000000000000007,0.8161186
VHL,-1.0,0.0,0.61361814
IRAK2,-1.0,0.0,0.5078193
TATDN2,-1.0,0.0,0.73438734
