"","Samplename","id","age","type","stage","tissues","RIN","batch"
"X16364_Femoral_vein","X16364_Femoral_vein","X16364",3,"Juvenile",1,"Femoral_vein","8.3","batch2"
"X16364_Ileocecum","X16364_Ileocecum","X16364",3,"Juvenile",1,"Ileocecum","7","batch2"
"X16364_Thyroid_gland","X16364_Thyroid_gland","X16364",3,"Juvenile",1,"Thyroid_gland","7.3","batch2"
"X16364_Arteria_carotis","X16364_Arteria_carotis","X16364",3,"Juvenile",1,"Arteria_carotis","8.4","batch2"
"X16364_Muscle","X16364_Muscle","X16364",3,"Juvenile",1,"Muscle","8","batch2"
"X16364_Ovary","X16364_Ovary","X16364",3,"Juvenile",1,"Ovary","7.1","batch2"
"X16364_Cecum","X16364_Cecum","X16364",3,"Juvenile",1,"Cecum","6.2","batch2"
"X16364_Spleen","X16364_Spleen","X16364",3,"Juvenile",1,"Spleen","7.9","batch2"
"X16364_Kidney","X16364_Kidney","X16364",3,"Juvenile",1,"Kidney","7.7","batch2"
"X16364_Adrenal_gland","X16364_Adrenal_gland","X16364",3,"Juvenile",1,"Adrenal_gland","8.5","batch2"
"X16364_Duodenum","X16364_Duodenum","X16364",3,"Juvenile",1,"Duodenum","6.2","batch2"
"X16364_Fallopian_tube","X16364_Fallopian_tube","X16364",3,"Juvenile",1,"Fallopian_tube","8","batch2"
"X16364_Stomach","X16364_Stomach","X16364",3,"Juvenile",1,"Stomach","6.6","batch2"
"X16364_Inferior_vena_cava","X16364_Inferior_vena_cava","X16364",3,"Juvenile",1,"Inferior_vena_cava","7.5","batch2"
"X16364_Heart","X16364_Heart","X16364",3,"Juvenile",1,"Heart","7.7","batch2"
"X16364_Thymus","X16364_Thymus","X16364",3,"Juvenile",1,"Thymus","7.5","batch2"
"X16364_Facial_skin","X16364_Facial_skin","X16364",3,"Juvenile",1,"Facial_skin","8.2","batch2"
"X16364_Pancreas","X16364_Pancreas","X16364",3,"Juvenile",1,"Pancreas","7.2","batch2"
"X16364_Adipose","X16364_Adipose","X16364",3,"Juvenile",1,"Adipose","8","batch2"
"X16364_Aortic_arch","X16364_Aortic_arch","X16364",3,"Juvenile",1,"Aortic_arch","7.6","batch2"
"X16364_Uterus","X16364_Uterus","X16364",3,"Juvenile",1,"Uterus","6.7","batch2"
"X16382_Supramarginal_gyrus","X16382_Supramarginal_gyrus","X16382",3,"Juvenile",1,"Supramarginal_gyrus","6.8","batch2"
"X16382_Superior_temporal_gyrus","X16382_Superior_temporal_gyrus","X16382",3,"Juvenile",1,"Superior_temporal_gyrus","7.2","batch2"
"X16382_Hippocampus","X16382_Hippocampus","X16382",3,"Juvenile",1,"Hippocampus","7.3","batch2"
"X16382_Hypothalamus","X16382_Hypothalamus","X16382",3,"Juvenile",1,"Hypothalamus","7.5","batch2"
"X16382_Pituitary","X16382_Pituitary","X16382",3,"Juvenile",1,"Pituitary","8.7","batch2"
"X16382_Frontal_pole","X16382_Frontal_pole","X16382",3,"Juvenile",1,"Frontal_pole","7.6","batch2"
"X16382_Skin_of_back","X16382_Skin_of_back","X16382",3,"Juvenile",1,"Skin_of_back","7.5","batch2"
"X16382_Lung","X16382_Lung","X16382",3,"Juvenile",1,"Lung","7.3","batch2"
"X16382_Abdominal_aorta","X16382_Abdominal_aorta","X16382",3,"Juvenile",1,"Abdominal_aorta","7.3","batch2"
"X16382_Liver","X16382_Liver","X16382",3,"Juvenile",1,"Liver","7.9","batch2"
"X16382_Arteria_cruralis","X16382_Arteria_cruralis","X16382",3,"Juvenile",1,"Arteria_cruralis","7.8","batch2"
"X16382_Ileocecum","X16382_Ileocecum","X16382",3,"Juvenile",1,"Ileocecum","6.2","batch2"
"X16382_Thyroid_gland","X16382_Thyroid_gland","X16382",3,"Juvenile",1,"Thyroid_gland","8.4","batch2"
"X16382_Muscle","X16382_Muscle","X16382",3,"Juvenile",1,"Muscle","8.5","batch2"
"X16382_Ovary","X16382_Ovary","X16382",3,"Juvenile",1,"Ovary","8","batch2"
"X16382_Spleen","X16382_Spleen","X16382",3,"Juvenile",1,"Spleen","8.2","batch2"
"X16382_Kidney","X16382_Kidney","X16382",3,"Juvenile",1,"Kidney","7.9","batch2"
"X16382_Adrenal_gland","X16382_Adrenal_gland","X16382",3,"Juvenile",1,"Adrenal_gland","8.4","batch2"
"X16382_Duodenum","X16382_Duodenum","X16382",3,"Juvenile",1,"Duodenum","6.6","batch2"
"X16382_Fallopian_tube","X16382_Fallopian_tube","X16382",3,"Juvenile",1,"Fallopian_tube","8.7","batch2"
"X16382_Stomach","X16382_Stomach","X16382",3,"Juvenile",1,"Stomach","7.4","batch2"
"X16382_Inferior_vena_cava","X16382_Inferior_vena_cava","X16382",3,"Juvenile",1,"Inferior_vena_cava","7.6","batch2"
"X16382_Heart","X16382_Heart","X16382",3,"Juvenile",1,"Heart","7.8","batch2"
"X16382_Thymus","X16382_Thymus","X16382",3,"Juvenile",1,"Thymus","7.8","batch2"
"X16382_Facial_skin","X16382_Facial_skin","X16382",3,"Juvenile",1,"Facial_skin","7.5","batch2"
"X16382_Pancreas","X16382_Pancreas","X16382",3,"Juvenile",1,"Pancreas","7.3","batch2"
"X16382_Aortic_arch","X16382_Aortic_arch","X16382",3,"Juvenile",1,"Aortic_arch","7.2","batch2"
"X16382_Uterus","X16382_Uterus","X16382",3,"Juvenile",1,"Uterus","7.4","batch2"
"X92324_Supramarginal_gyrus","X92324_Supramarginal_gyrus","X92324",27,"Elderly",4,"Supramarginal_gyrus","7.5","batch2"
"X92324_Superior_temporal_gyrus","X92324_Superior_temporal_gyrus","X92324",27,"Elderly",4,"Superior_temporal_gyrus","7.2","batch2"
"X92324_Hippocampus","X92324_Hippocampus","X92324",27,"Elderly",4,"Hippocampus","6.8","batch2"
"X92324_Hypothalamus","X92324_Hypothalamus","X92324",27,"Elderly",4,"Hypothalamus","7.6","batch2"
"X92324_Pituitary","X92324_Pituitary","X92324",27,"Elderly",4,"Pituitary","7.3","batch2"
"X92324_Frontal_pole","X92324_Frontal_pole","X92324",27,"Elderly",4,"Frontal_pole","7.1","batch2"
"X92324_Skin_of_back","X92324_Skin_of_back","X92324",27,"Elderly",4,"Skin_of_back","8.4","batch2"
"X92324_Lung","X92324_Lung","X92324",27,"Elderly",4,"Lung","8.5","batch2"
"X92324_Abdominal_aorta","X92324_Abdominal_aorta","X92324",27,"Elderly",4,"Abdominal_aorta","8.8","batch2"
"X92324_Liver","X92324_Liver","X92324",27,"Elderly",4,"Liver","8.8","batch2"
"X92324_Femoral_vein","X92324_Femoral_vein","X92324",27,"Elderly",4,"Femoral_vein","8","batch2"
"X92324_Ileocecum","X92324_Ileocecum","X92324",27,"Elderly",4,"Ileocecum","7.1","batch2"
"X92324_Arteria_carotis","X92324_Arteria_carotis","X92324",27,"Elderly",4,"Arteria_carotis","9.1","batch2"
"X92324_Muscle","X92324_Muscle","X92324",27,"Elderly",4,"Muscle","8.6","batch2"
"X92324_Ovary","X92324_Ovary","X92324",27,"Elderly",4,"Ovary","6.9","batch2"
"X92324_Cecum","X92324_Cecum","X92324",27,"Elderly",4,"Cecum","6.6","batch2"
"X92324_Spleen","X92324_Spleen","X92324",27,"Elderly",4,"Spleen","8.6","batch2"
"X92324_Kidney","X92324_Kidney","X92324",27,"Elderly",4,"Kidney","8.5","batch2"
"X92324_Adrenal_gland","X92324_Adrenal_gland","X92324",27,"Elderly",4,"Adrenal_gland","9.3","batch2"
"X92324_Duodenum","X92324_Duodenum","X92324",27,"Elderly",4,"Duodenum","7","batch2"
"X92324_Fallopian_tube","X92324_Fallopian_tube","X92324",27,"Elderly",4,"Fallopian_tube","7.7","batch2"
"X92324_Stomach","X92324_Stomach","X92324",27,"Elderly",4,"Stomach","7.9","batch2"
"X92324_Inferior_vena_cava","X92324_Inferior_vena_cava","X92324",27,"Elderly",4,"Inferior_vena_cava","7.8","batch2"
"X92324_Heart","X92324_Heart","X92324",27,"Elderly",4,"Heart","7.8","batch2"
"X92324_Thymus","X92324_Thymus","X92324",27,"Elderly",4,"Thymus","8.2","batch2"
"X92324_Facial_skin","X92324_Facial_skin","X92324",27,"Elderly",4,"Facial_skin","7.6","batch2"
"X92324_Pancreas","X92324_Pancreas","X92324",27,"Elderly",4,"Pancreas","8","batch2"
"X92324_Adipose","X92324_Adipose","X92324",27,"Elderly",4,"Adipose","7.8","batch2"
"X92324_Aortic_arch","X92324_Aortic_arch","X92324",27,"Elderly",4,"Aortic_arch","7.5","batch2"
"X92324_Uterus","X92324_Uterus","X92324",27,"Elderly",4,"Uterus","7","batch2"
"X92338_Supramarginal_gyrus","X92338_Supramarginal_gyrus","X92338",27,"Elderly",4,"Supramarginal_gyrus","6.4","batch2"
"X92338_Superior_temporal_gyrus","X92338_Superior_temporal_gyrus","X92338",27,"Elderly",4,"Superior_temporal_gyrus","6.3","batch2"
"X92338_Hippocampus","X92338_Hippocampus","X92338",27,"Elderly",4,"Hippocampus","6.5","batch2"
"X92338_Hypothalamus","X92338_Hypothalamus","X92338",27,"Elderly",4,"Hypothalamus","6.9","batch2"
"X92338_Pituitary","X92338_Pituitary","X92338",27,"Elderly",4,"Pituitary","7.8","batch2"
"X92338_Frontal_pole","X92338_Frontal_pole","X92338",27,"Elderly",4,"Frontal_pole","6.3","batch2"
"X92338_Skin_of_back","X92338_Skin_of_back","X92338",27,"Elderly",4,"Skin_of_back","6.8","batch2"
"X92338_Lung","X92338_Lung","X92338",27,"Elderly",4,"Lung","7.6","batch2"
"X92338_Abdominal_aorta","X92338_Abdominal_aorta","X92338",27,"Elderly",4,"Abdominal_aorta","7.2","batch2"
"X92338_Liver","X92338_Liver","X92338",27,"Elderly",4,"Liver","7.4","batch2"
"X92338_Arteria_cruralis","X92338_Arteria_cruralis","X92338",27,"Elderly",4,"Arteria_cruralis","6.6","batch2"
"X92338_Femoral_vein","X92338_Femoral_vein","X92338",27,"Elderly",4,"Femoral_vein","7.2","batch2"
"X92338_Ileocecum","X92338_Ileocecum","X92338",27,"Elderly",4,"Ileocecum","6","batch2"
"X92338_Thyroid_gland","X92338_Thyroid_gland","X92338",27,"Elderly",4,"Thyroid_gland","7.6","batch2"
"X92338_Arteria_carotis","X92338_Arteria_carotis","X92338",27,"Elderly",4,"Arteria_carotis","7.5","batch2"
"X92338_Muscle","X92338_Muscle","X92338",27,"Elderly",4,"Muscle","8.2","batch2"
"X92338_Ovary","X92338_Ovary","X92338",27,"Elderly",4,"Ovary","7.1","batch2"
"X92338_Cecum","X92338_Cecum","X92338",27,"Elderly",4,"Cecum","6.4","batch2"
"X92338_Kidney","X92338_Kidney","X92338",27,"Elderly",4,"Kidney","6.5","batch2"
"X92338_Adrenal_gland","X92338_Adrenal_gland","X92338",27,"Elderly",4,"Adrenal_gland","7.5","batch2"
"X92338_Fallopian_tube","X92338_Fallopian_tube","X92338",27,"Elderly",4,"Fallopian_tube","7.1","batch2"
"X92338_Inferior_vena_cava","X92338_Inferior_vena_cava","X92338",27,"Elderly",4,"Inferior_vena_cava","7.3","batch2"
"X92338_Heart","X92338_Heart","X92338",27,"Elderly",4,"Heart","7","batch2"
"X92338_Thymus","X92338_Thymus","X92338",27,"Elderly",4,"Thymus","7.5","batch2"
"X92338_Facial_skin","X92338_Facial_skin","X92338",27,"Elderly",4,"Facial_skin","6.5","batch2"
"X92338_Adipose","X92338_Adipose","X92338",27,"Elderly",4,"Adipose","6.6","batch2"
"X92338_Aortic_arch","X92338_Aortic_arch","X92338",27,"Elderly",4,"Aortic_arch","7.2","batch2"
"X94356_Superior_temporal_gyrus","X94356_Superior_temporal_gyrus","X94356",25,"Elderly",4,"Superior_temporal_gyrus","7.1","batch2"
"X94356_Hippocampus","X94356_Hippocampus","X94356",25,"Elderly",4,"Hippocampus","6.5","batch2"
"X94356_Hypothalamus","X94356_Hypothalamus","X94356",25,"Elderly",4,"Hypothalamus","6.1","batch2"
"X94356_Pituitary","X94356_Pituitary","X94356",25,"Elderly",4,"Pituitary","7.4","batch2"
"X94356_Frontal_pole","X94356_Frontal_pole","X94356",25,"Elderly",4,"Frontal_pole","6.6","batch2"
"X94356_Skin_of_back","X94356_Skin_of_back","X94356",25,"Elderly",4,"Skin_of_back","7.9","batch2"
"X94356_Lung","X94356_Lung","X94356",25,"Elderly",4,"Lung","7.1","batch2"
"X94356_Abdominal_aorta","X94356_Abdominal_aorta","X94356",25,"Elderly",4,"Abdominal_aorta","7.6","batch2"
"X94356_Liver","X94356_Liver","X94356",25,"Elderly",4,"Liver","7.7","batch2"
"X94356_Arteria_cruralis","X94356_Arteria_cruralis","X94356",25,"Elderly",4,"Arteria_cruralis","7.4","batch2"
"X94356_Femoral_vein","X94356_Femoral_vein","X94356",25,"Elderly",4,"Femoral_vein","7.2","batch2"
"X94356_Ileocecum","X94356_Ileocecum","X94356",25,"Elderly",4,"Ileocecum","6","batch2"
"X94356_Thyroid_gland","X94356_Thyroid_gland","X94356",25,"Elderly",4,"Thyroid_gland","7.3","batch2"
"X94356_Arteria_carotis","X94356_Arteria_carotis","X94356",25,"Elderly",4,"Arteria_carotis","7.4","batch2"
"X94356_Muscle","X94356_Muscle","X94356",25,"Elderly",4,"Muscle","7.6","batch2"
"X94356_Ovary","X94356_Ovary","X94356",25,"Elderly",4,"Ovary","7.2","batch2"
"X94356_Spleen","X94356_Spleen","X94356",25,"Elderly",4,"Spleen","8.1","batch2"
"X94356_Kidney","X94356_Kidney","X94356",25,"Elderly",4,"Kidney","7.3","batch2"
"X94356_Adrenal_gland","X94356_Adrenal_gland","X94356",25,"Elderly",4,"Adrenal_gland","7.3","batch2"
"X94356_Duodenum","X94356_Duodenum","X94356",25,"Elderly",4,"Duodenum","6.6","batch2"
"X94356_Fallopian_tube","X94356_Fallopian_tube","X94356",25,"Elderly",4,"Fallopian_tube","6.8","batch2"
"X94356_Stomach","X94356_Stomach","X94356",25,"Elderly",4,"Stomach","6.4","batch2"
"X94356_Inferior_vena_cava","X94356_Inferior_vena_cava","X94356",25,"Elderly",4,"Inferior_vena_cava","7.9","batch2"
"X94356_Heart","X94356_Heart","X94356",25,"Elderly",4,"Heart","6.5","batch2"
"X94356_Thymus","X94356_Thymus","X94356",25,"Elderly",4,"Thymus","8","batch2"
"X94356_Facial_skin","X94356_Facial_skin","X94356",25,"Elderly",4,"Facial_skin","7.6","batch2"
"X94356_Pancreas","X94356_Pancreas","X94356",25,"Elderly",4,"Pancreas","6.6","batch2"
"X94356_Adipose","X94356_Adipose","X94356",25,"Elderly",4,"Adipose","7.7","batch2"
"X94356_Aortic_arch","X94356_Aortic_arch","X94356",25,"Elderly",4,"Aortic_arch","7.4","batch2"
"X94356_Uterus","X94356_Uterus","X94356",25,"Elderly",4,"Uterus","6.7","batch2"
"X96302_Supramarginal_gyrus","X96302_Supramarginal_gyrus","X96302",23,"Elderly",4,"Supramarginal_gyrus","7.1","batch2"
"X96302_Superior_temporal_gyrus","X96302_Superior_temporal_gyrus","X96302",23,"Elderly",4,"Superior_temporal_gyrus","7.5","batch2"
"X96302_Hippocampus","X96302_Hippocampus","X96302",23,"Elderly",4,"Hippocampus","7","batch2"
"X96302_Hypothalamus","X96302_Hypothalamus","X96302",23,"Elderly",4,"Hypothalamus","7.2","batch2"
"X96302_Pituitary","X96302_Pituitary","X96302",23,"Elderly",4,"Pituitary","8.5","batch2"
"X96302_Frontal_pole","X96302_Frontal_pole","X96302",23,"Elderly",4,"Frontal_pole","7.8","batch2"
"X96302_Skin_of_back","X96302_Skin_of_back","X96302",23,"Elderly",4,"Skin_of_back","7.7","batch2"
"X96302_Abdominal_aorta","X96302_Abdominal_aorta","X96302",23,"Elderly",4,"Abdominal_aorta","7.6","batch2"
"X96302_Liver","X96302_Liver","X96302",23,"Elderly",4,"Liver","7.3","batch2"
"X96302_Arteria_cruralis","X96302_Arteria_cruralis","X96302",23,"Elderly",4,"Arteria_cruralis","7.5","batch2"
"X96302_Femoral_vein","X96302_Femoral_vein","X96302",23,"Elderly",4,"Femoral_vein","7.5","batch2"
"X96302_Ileocecum","X96302_Ileocecum","X96302",23,"Elderly",4,"Ileocecum","7.2","batch2"
"X96302_Thyroid_gland","X96302_Thyroid_gland","X96302",23,"Elderly",4,"Thyroid_gland","8.8","batch2"
"X96302_Arteria_carotis","X96302_Arteria_carotis","X96302",23,"Elderly",4,"Arteria_carotis","8","batch2"
"X96302_Muscle","X96302_Muscle","X96302",23,"Elderly",4,"Muscle","8.1","batch2"
"X96302_Ovary","X96302_Ovary","X96302",23,"Elderly",4,"Ovary","7.6","batch2"
"X96302_Cecum","X96302_Cecum","X96302",23,"Elderly",4,"Cecum","6.5","batch2"
"X96302_Spleen","X96302_Spleen","X96302",23,"Elderly",4,"Spleen","7.8","batch2"
"X96302_Kidney","X96302_Kidney","X96302",23,"Elderly",4,"Kidney","7.2","batch2"
"X96302_Adrenal_gland","X96302_Adrenal_gland","X96302",23,"Elderly",4,"Adrenal_gland","8.6","batch2"
"X96302_Duodenum","X96302_Duodenum","X96302",23,"Elderly",4,"Duodenum","7.3","batch2"
"X96302_Fallopian_tube","X96302_Fallopian_tube","X96302",23,"Elderly",4,"Fallopian_tube","7.9","batch2"
"X96302_Stomach","X96302_Stomach","X96302",23,"Elderly",4,"Stomach","8","batch2"
"X96302_Inferior_vena_cava","X96302_Inferior_vena_cava","X96302",23,"Elderly",4,"Inferior_vena_cava","7.6","batch2"
"X96302_Heart","X96302_Heart","X96302",23,"Elderly",4,"Heart","7.7","batch2"
"X96302_Thymus","X96302_Thymus","X96302",23,"Elderly",4,"Thymus","8.1","batch2"
"X96302_Facial_skin","X96302_Facial_skin","X96302",23,"Elderly",4,"Facial_skin","7.1","batch2"
"X96302_Pancreas","X96302_Pancreas","X96302",23,"Elderly",4,"Pancreas","7.3","batch2"
"X96302_Aortic_arch","X96302_Aortic_arch","X96302",23,"Elderly",4,"Aortic_arch","7.4","batch2"
"X96302_Uterus","X96302_Uterus","X96302",23,"Elderly",4,"Uterus","6.8","batch2"
